Kalimat,Tipe
"1. Pengalaman yang paling berkesan adalah ketika saya berhasil menyelesaikan pekerjaan atau tugas yang saya belum pernah belajar. 
2.Saya memahami materi dengan cara membaca berulang kali sampai paham, mencatat poin poin penting dan mengerjakan soal latihan. 
3. Saya lebih suka memahami materi dengan metode yang langsung melibatkan gerakan fisik misalnya simulasi atau praktikum karena cepat paham. 
4. Saya sering menggunakan media di internet ketika sedang bingung menjawabnya karena cepat ditemui dan dipahami dan ketika di internet tidak ada yg cocok saya beralih ke buku dan mencari jawaban sendiri",Read/Write
"               pengalaman saya saat belajar memilii banyak makna yang berarti bagi saya. seperti saat saya mempelajari ilmu game software. diamana saya cenderug lebih suka saat pertsms ksli mempelajari tentang game platformer. memang saya dari dulu ingin membuat game yang berunsur platfrome maka dari situ saya langsung ingin mempelajari lebih dalam mengenai materi itu
                   cara saya memahami materi dengan melakukan browsing internet. karena saya butuh pemahaman langsung dari orang lain yang melakukan hal yang saya inginkan.
                   strategi pembelajaran yang saya pakai adalah mencari tahu apa yang orang belum tahu.
               media yang saya selalu pakai adalah youtube",Visual
"saya pernah belajar di luar kelas dan itu rasanya menyenangkan karena belajar di luar kelas membuat saya semakin mendekat ke alam, dan rasanya itu sangat sejuk sekali bahkan lebih enak belajar di luar kelas dari pada di dalam kelas. 

saya dapat memahami materi dengan cara membaca ulang atau mempelajari ulang materi yang sebelumnya saya baca dan saya lebih suka langsung mempraktikkan apa yang sebelumnya saya pelajari, yang pertama biasanya saya membaca dahulu jika tidak paham saya kembali membaca  dan mempraktikkannya. 

saya memilih metode pembelajaran 70% praktik, 30% membaca, saya memilih metode tersebut karena saya sangat suka mengerjakan soal dari pada membaca. 

saya lebih suka dengan media hp karna di hp biasanya saya bisa membuka atau mencari apa yang ingin saya pelajari dan biasanya ketika saya belajar saya juga sambil mendengar musik agar materi yang saya baca semakin masukk. ",Kinesthetic
"   Saat saya belajar membuat game dengan komputer. Walaupun rumit saat membuatnya, Tetapi itu manjadi tantangan yang menarik untuk saya.

  Saya dapat memahaminya dengan melihat vidio tutorial yang ada diYoutube dan juga saya bisa bertanya kepada teman saya. Agar saya dapat lebih mengenal materi itu biasanya melihat Youtube yang berkaitan dengan materi yang saya pelajari.

  Saya biasanya melihat vidio tutorial agar dapat memahami materinya dan juga saya melihat secara langsung bagaimana cara membuatnya. Karena dengan cara tersebut saya dapat lebih mudah memahami materi tersebut.

  Saya senang ketika belajar menggunakan handphone. karena handphone mudah digunakan dan dapat dibawa kemana saja",Visual
"Pengalaman belajar saya yang paling terkesan adalah saat pertama kali mengenal cara membuat game, pada saat itu saya sangat bingung dan merasa sulit sekali mengerjakannya namun bu lala dan bu anis dengan sabar mengajari saya cara membuat game. Saya biasanya memahami materi dengan membaca materi tersebut secara berulang ulang, sambil mengucapkannya di hati atau secara langsung. Dengan mengucap secara langsung biasanya saya lebih mudah memahami materi. Strategi saya dalam memahami materi yaitu dengan metode doodling method (menulis di kertas dan dengan membacanya). Media yang saya sukai saat belajar yaitu, mendengar penjelasan orang lain baik lewat sosial media maupun secara langsung, saya juga suka berdiskusi dengan orang lain namun saya tidak suka saat orang yang saya ajak diskusi egois tidak mau disalahkan. Selain itu jika memang sudah buntu saya menggunakan media menulis/membaca sembari mendengarkan musik. 
Terimakasih bu lala , tetap semangat dan tetap sabar menyampaikan ilmu ilmu ꒰⁠⑅⁠ᵕ⁠༚⁠ᵕ⁠꒱⁠˖⁠♡",Read/Write
"ketika saya mempraktekkan langsung ke Media tersebut,menurut saya pembelajaran praktek lebih menarik daripada cuman teori

a.mempelajari materi sesuai suasana hati
b.belajar tidak dengan terpaksa

Media praktek, karana bisa langsung terjun ke Media pembelajara

Media pembelajaran yang sering saya gunakan yaitu, belajar dengan mendengarkan musik dan juga nyemill..",Kinesthetic
"1. saat membuat game, saya kira membuat game itu sangat rumit,ternyata saat saya coba memang serumit itu dan itulah yang menjadi tantangan saya untuk lebih mendalami lagi tentang membuat game

2. dengan cara melihat secara langsung dan melihat tutorial

3.  dengan cara melihat tutorial, saya lebih paham ketika di tutorial tersebut ada langkah-langkah yang mudah untuk di pahami

4. youtube,tiktok,dan google karena di situ mudah untuk mendapatkan informasi yang saya butuhkan",Visual
"1.saya sangat senang belajar jika saya belajar dengan guru yang asik
2.cara saya memahami materi adalah dengan cara mendengar atau melihat penjelasan guru tersebut
3.saya lebih suka dengan teknik praktek
4.saya biasa menggunakan HP untuk media belajar saya",Auditory
"Pengalaman belajar yang paling berkesan? 📚✍️🤷‍♂️. Sesuai pengalaman saya pengalaman belajar yang paling berkesan menurut saya adalah ketika saya dapat berdiskusi dengan teman belajar🗣️. Tidak hanya itu saya juga lebih suka belajar sendiri👤. Karna ketika belajar bersama teman atau siapapun, saya tidak mau diandalkan atau mengandalkan.✍️🧠 

Strategi belajar 📚✏ dapat saya tegaskan kembali strategi belajar adalah cara-cara yang dipilih untuk mempermudah dalam memahami materi📝. Di pertanyaan tertulis ""Apa langkah-langkah atau pendekatan yang Anda lakukan untuk mencapai pemahaman tersebut?"".🤔 Langkah dan pendekatan saya untuk mencapai pemahaman tersebut saya lebih sering menggunakan cara ""Problem Based Learning"" metode pembelajaran yang menggunakan masalah dunia nyata🌎 untuk membantu peserta didik memahami konsep dan menyelesaikan masalah. 

Dalam upaya saya memahami materi 🤔, saya cenderung lebih suka dengan metode mendengarkan👂 dan membaca 📖. Dikarenakan metode itu dapat meningkatkan skill pubilc speaking saya dengan cara mendegarkan dapat 2 ilmu🧠 yaiti : cara mereka menyampaikan dan materi yang saya pelajari. juga Dengan membaca dapat meningkatkan cara bicara saya dan kelancaran bicara. 

Di era yang digital ini🖥saatnya kita menjadi pelajar yang ""next level""😮. Karena semua telah dimudahkan dengan perkembangan teknologi yang pesat. Dan saya juga memanfaatkan teknologi untuk belajar 📚✏👨‍💻. Karna apa jika kita hanya terpaku dalam pembelajaran yang ITU-ITU AJA kita akan cepat bosan, TAPI ADA JUGA ORANG nyaman ketika belajar tidak terlalu terhadap teknologi. 

Penulis : keigo~saan.✍️
Sumber : saya sendiri dan google.🙌 ",Auditory
"Pengalaman Belajar yang Paling Berkesan
Salah satu pengalaman belajar yang paling berkesan bagi saya terjadi saat mengikuti lomba debat di sekolah. Saya harus mempelajari banyak hal, mulai dari isu-isu global hingga teknik berbicara di depan umum. Awalnya, saya merasa gugup karena ini adalah pengalaman pertama saya berbicara di hadapan banyak orang. Namun, setelah melewati beberapa kali latihan dan menerima banyak masukan dari guru pembimbing, saya mulai merasa lebih percaya diri. Ketika lomba berlangsung, saya berhasil mengatasi rasa takut dan menyampaikan argumen dengan lancar. Perasaan bangga dan puas sangat terasa ketika tim kami memenangkan kompetisi.

Cara Memahami Materi
Untuk memahami materi debat, saya menggunakan pendekatan bertahap. Pertama, saya membaca banyak referensi dari buku, artikel, dan berita terkini untuk memperluas wawasan. Kemudian, saya mencatat poin-poin penting dan mencoba menghubungkannya dengan topik debat. Selain itu, saya sering berdiskusi dengan teman-teman satu tim untuk saling bertukar ide dan pandangan. Dengan cara ini, pemahaman saya menjadi lebih mendalam karena saya tidak hanya belajar dari bahan bacaan, tetapi juga dari perspektif orang lain.

Strategi Pembelajaran
Strategi yang saya gunakan adalah teknik pembelajaran aktif, seperti praktik langsung dan simulasi debat. Metode ini saya pilih karena melibatkan pengalaman nyata, sehingga saya lebih mudah mengingat dan memahami materi. Saya juga sering merekam latihan debat dan mendengarkan kembali untuk mengevaluasi kesalahan. Teknik ini membantu saya menyadari kelemahan, seperti intonasi atau struktur argumen, yang kemudian bisa diperbaiki untuk penampilan berikutnya.

Media Favorit
Media yang paling sering saya gunakan adalah video pembelajaran di platform daring dan buku digital. Saya menyukai media ini karena fleksibel dan mudah diakses kapan saja. Video pembelajaran sangat membantu saya dalam memahami teknik berbicara dengan baik, karena saya bisa langsung melihat contoh dari para ahli. Sedangkan buku digital memberikan saya kebebasan untuk mencari referensi tanpa harus membawa buku fisik yang berat. Kombinasi media ini mempermudah proses belajar saya dan membuatnya lebih menarik.",Auditory
"1. pengalaman belajar yang paling berkesan ialah mendapatkan penghargaan dikelas
2. cara saya memahami materi yaitu dengan cara melihat vidio
3. saya menggunakan teknik 55 yaitu 5 menit belajar 5 jam tidur
4. menggunakan media suara dan vidio",Auditory
"1. pengalaman belajar yang paling berkesan menurut saya yaitu membuat projek aplikasi
2. saya lebih paham mendengar penjelasan langsung dari penyampai materi tersebut
3. dengan menonton video dan mendengarkan penjelasan langsung
4. saya lebih suka menggunakan media visual karena menurut saya menarik",Auditory
"Saya memiliki pengalaman dalam belajar pemrograman website.
Saya biasanya menonton video tutorial untuk memahami materi tersebut.
Saya biasanya mencoba langsung dan belajar dari kesalahan.
Saya lebih menyukai menggunakan media komputer atau laptop.",Kinesthetic
"1. Pengalaman Belajar yang Paling Berkesan
Pengalaman belajar yang paling berkesan bagi saya adalah saat pertama kali belajar pemrograman web. Saya mulai dengan HTML, CSS, dan JavaScript, dan meskipun awalnya terasa sulit, saya merasa puas ketika bisa membuat halaman web sederhana. Pengalaman ini memotivasi saya untuk terus belajar dan menggali lebih dalam tentang pemrograman web.

2. Cara Memahami Materi yang Telah Dipelajari
Untuk memahami materi pemrograman web, saya membaca tutorial dan dokumentasi online, lalu langsung mempraktikkannya dengan membuat proyek sederhana. Dengan cara ini, saya bisa menghubungkan teori dengan praktik dan lebih mudah mengingat konsep-konsep yang telah dipelajari.

3. Strategi Pembelajaran yang Digunakan
Saya lebih suka membaca tutorial dan artikel online sebagai strategi pembelajaran. Setelah itu, saya langsung mengaplikasikan apa yang dipelajari dalam proyek kecil. Pendekatan ini membantu saya memahami teori dan mengatasi kesalahan langsung melalui pengalaman.

4. Media Pembelajaran yang Digunakan
Media yang saya gunakan untuk belajar adalah membaca buku, artikel, dan tutorial online. Saya memilih membaca karena memberikan penjelasan rinci yang mudah dipahami dan dapat diakses kapan saja, memungkinkan saya untuk belajar lebih efektif.",Read/Write
"Pengalaman Belajar
Pengalaman berkesan saya adalah ketika belajar materi sulit di SMK. Dengan bertanya kepada guru dan teman, saya bisa memahami materi tersebut dan merasa lebih percaya diri.

Cara Memahami Materi
Untuk memahami materi, saya membaca buku, merangkum, dan mencoba menjelaskan dengan kata-kata sendiri. Saya juga menggunakan video dan tutorial online.

Strategi Pembelajaran
Saya menggunakan metode belajar aktif dengan diskusi dan latihan soal. Teknik pomodoro juga membantu saya tetap fokus.

Media
Saya lebih sering menggunakan video pembelajaran dan aplikasi belajar online karena interaktif dan membantu memahami materi secara visual.",Visual
"Pengalaman Belajar yang Paling Berkesan

Sebagai siswa SMK kelas 11 jurusan PPLG, pengalaman belajar yang paling berkesan bagi saya adalah saat berhasil membuat aplikasi sederhana menggunakan Java. Awalnya, saya merasa kesulitan karena baru belajar konsep Object-Oriented Programming (OOP). Namun, dengan bimbingan guru dan usaha keras, saya akhirnya berhasil menjalankan aplikasi tanpa error. Pengalaman ini meningkatkan rasa percaya diri saya dalam pemrograman.

Cara Memahami Materi

Untuk memahami materi, saya biasanya membaca ulang buku dan modul dari guru, lalu langsung mempraktikkannya dengan menulis kode di laptop. Jika menemui kendala, saya mencari solusi di tutorial online atau forum seperti Stack Overflow. Cara ini efektif membantu saya memahami konsep dengan lebih baik karena belajar langsung dari praktik.

Strategi Pembelajaran yang Efektif

Strategi belajar saya adalah learning by doing, yaitu belajar sambil praktik. Saya juga menerapkan teknik debugging untuk memahami penyebab error tanpa langsung mencari jawaban di internet. Strategi ini melatih kemampuan berpikir kritis dan problem-solving yang penting di dunia PPLG.

Media yang Sering Digunakan

Saya sering menggunakan laptop dan platform seperti Udemy dan YouTube untuk belajar. Media ini memudahkan saya memahami materi melalui visualisasi kode dan contoh nyata. Selain itu, saya juga menggunakan Visual Studio Code untuk menulis dan menguji kode, sehingga bisa belajar lebih fleksibel dan efektif.

",Kinesthetic
"1.Pengalaman Belajar yang Berkesan

Salah satu pengalaman belajar yang paling berkesan bagi saya terjadi ketika saya mempelajari Jurusan PPLG di tingkat SMK. Saat itu, saya merasa kesulitan memahami konsep turunan dan integral yang terasa sangat abstrak. Awalnya, saya merasa cemas dan tidak yakin bisa menguasainya. Namun, berkat bantuan seorang guru yang sabar dan penjelasan yang lebih rinci, saya mulai melihat hubungan antara konsep-konsep tersebut dan penerapannya dalam kehidupan sehari-hari. Pengalaman ini mengajarkan saya bahwa kesulitan dalam belajar bukanlah hal yang harus ditakuti, tetapi bisa menjadi tantangan yang membawa pada pemahaman yang lebih dalam.

2.Cara Memahami Materi

Untuk memahami materi pelajaran, saya biasanya memulai dengan membaca materi secara umum dan mencoba untuk menangkap inti dari apa yang sedang dibahas. Setelah itu, saya mencari penjelasan lebih rinci dari berbagai sumber, seperti buku teks, video pembelajaran, atau bertanya kepada guru atau teman. Salah satu langkah penting dalam proses ini adalah membuat catatan dan mencatat poin-poin penting yang saya anggap sulit atau membutuhkan perhatian lebih. Selain itu, saya juga sering mencoba untuk mengerjakan soal-soal latihan agar bisa menguji pemahaman saya dan melihat sejauh mana saya dapat mengaplikasikan teori yang telah dipelajari.

3.Strategi Pembelajaran

Dalam proses belajar, saya lebih suka menggunakan pendekatan yang bersifat aktif, seperti diskusi kelompok atau sesi tanya jawab. Saya merasa bahwa dengan mendiskusikan materi bersama teman-teman, saya dapat memperoleh berbagai perspektif yang lebih luas dan memperkuat pemahaman saya. Selain itu, teknik mengajarkan materi kepada orang lain juga sangat efektif bagi saya. Dengan cara ini, saya bisa mengetahui sejauh mana saya benar-benar memahami konsep tersebut. Saya juga mengatur waktu belajar dengan baik, sehingga tidak terburu-buru dan bisa fokus mendalami setiap materi secara mendalam.

4.Media Pembelajaran yang Digunakan

Media yang paling sering saya gunakan ketika belajar adalah video pembelajaran online. Platform seperti YouTube atau aplikasi pendidikan sering kali menyediakan penjelasan visual yang mudah dipahami, sehingga saya bisa melihat langkah-langkah atau proses yang sedang dijelaskan. Saya juga merasa bahwa media ini memungkinkan saya untuk belajar dengan kecepatan yang sesuai dengan kemampuan saya, karena saya bisa mengulang materi yang belum dipahami tanpa merasa terbebani. Selain itu, saya juga menggunakan buku teks dan catatan pribadi sebagai media pembelajaran utama untuk menguatkan pemahaman saya terhadap teori-teori yang telah dijelaskan melalui video.",Auditory
"Pengalaman Belajar

Dalam perjalanan belajar saya, pengalaman yang paling berkesan adalah ketika saya terlibat dalam sebuah diskusi kelompok untuk memahami konsep yang rumit. Saat itu, saya dan beberapa teman berdiskusi tentang topik yang cukup abstrak. Awalnya, saya merasa kebingungan dan kesulitan untuk memahami konsep tersebut, tetapi setelah mendengarkan pendapat dari berbagai sudut pandang teman-teman, saya merasa seperti mendapatkan pencerahan. Proses diskusi membuat saya menyadari bahwa pemahaman setiap orang dapat membantu saya melihat konsep dari sudut pandang yang berbeda. Saya merasa bersemangat dan semakin terdorong untuk menggali lebih dalam materi tersebut.

Cara Memahami Materi

Agar dapat benar-benar memahami materi, saya selalu mencoba memecah konsep yang besar menjadi bagian-bagian kecil yang lebih mudah dicerna. Langkah pertama adalah memahami gambaran umum dari materi tersebut, sehingga saya dapat mengetahui poin-poin penting yang harus dipahami lebih lanjut. Kemudian, saya berusaha mencari contoh nyata atau aplikasi langsung dari materi tersebut, yang bisa membuat saya merasa lebih terhubung dan relevan dengan kehidupan sehari-hari. Terakhir, saya akan berdiskusi dengan teman atau guru untuk memastikan pemahaman saya sudah benar. Dengan melakukan diskusi ini, pemahaman saya menjadi lebih matang karena mendapatkan masukan dan penjelasan tambahan.

Strategi Pembelajaran

Salah satu strategi pembelajaran yang saya gunakan adalah dengan menggabungkan diskusi kelompok dan observasi langsung. Dengan berdiskusi, saya dapat memperoleh berbagai sudut pandang dan cara berpikir yang mungkin tidak pernah saya pikirkan sebelumnya. Selain itu, saya juga senang melihat contoh konkret, seperti ketika guru menunjukkan percobaan langsung atau saat melihat video simulasi. Saya memilih strategi ini karena belajar dari pengalaman nyata dan berbicara dengan orang lain membantu saya memahami materi dengan lebih baik, daripada sekadar membaca atau mendengar penjelasan secara teori.

Media yang Digunakan

Media yang paling sering saya gunakan adalah video pembelajaran dan diskusi tatap muka. Melalui video, saya dapat melihat contoh yang langsung diterapkan dalam situasi nyata, yang membuat materi lebih hidup dan lebih mudah dipahami. Sementara itu, diskusi tatap muka memungkinkan saya untuk bertanya langsung jika ada hal yang masih saya bingungkan dan mendengarkan jawaban secara langsung dari teman atau guru. Alasan saya menggunakan media ini adalah karena keduanya memungkinkan interaksi yang aktif, baik itu melalui visualisasi yang konkret maupun bertukar pendapat secara langsung, yang membuat proses belajar menjadi lebih menyenangkan dan bermakna.",Auditory
"Pengalaman belajar yang paling berkesan bagi saya adalah saat pelajaran menggunakan CSS dari Mas Riyan. Karena sudah lama saya menunggu-nunggu pelajaran CSS yang sudah saya pelajari satu tahun lalu bahkan sebelum masuk di SMK N 5.

Cara saya untuk memahami materi ada berbagai cara. Cara yang paling efektif adalah jika pengajar menjelaskan materi dengan jelas di depan kelas. Selain itu jika tidak ada pengajar saya memahami dengan mencari contoh dan membaca penjelasan materi. 

Strategi yang saya gunakan untuk memahami materi adalah dengan memperhatikan atau membaca penjelasan materi yang disampaikan pengajar. 

Media belajar yang saya sukai adalah pembelajaran dengan media video atau minigames. Karena dengan cara tersebut membuat pembelajaran menjadi tidak cepat bosan. ",Auditory
"1. Pengalaman belajar paling berkesan adalah saat mendalami bisnis parfum. Saya tertarik dan tertantang dengan banyak hal baru, seperti menciptakan aroma unik dan memahami pemasaran. Setiap keberhasilan kecil membuat saya makin percaya diri.


2. Untuk memahami materi, saya memecahnya menjadi bagian-bagian kecil dan fokus satu per satu. Memahami konsep dasar sebelum mendalami detail membantu saya memahami keseluruhan materi.


3. Saya sering menggunakan metode praktik langsung, seperti mencampur bahan parfum. Cara ini memudahkan saya memahami dan mengingat konsep dengan lebih baik.


4. Media favorit saya adalah YouTube dan artikel online, karena mudah diakses, fleksibel, dan menawarkan berbagai sudut pandang dari para ahli.
",Kinesthetic
"Pengalaman Belajar yang Paling Berkesan

Salah satu pengalaman belajar yang paling berkesan bagi saya terjadi saat saya mengikuti mata kuliah pemrograman komputer di semester awal kuliah. Pada awalnya, saya merasa kesulitan untuk memahami logika dan sintaksis bahasa pemrograman yang dipelajari. Semua terlihat asing, dan kode-kode yang saya tulis sering kali tidak berjalan dengan baik. Namun, setelah melalui beberapa minggu belajar dan mencoba-coba, akhirnya saya berhasil menyelesaikan tugas pertama saya dengan benar. Momen tersebut sangat menggembirakan karena saya merasa seperti telah menguasai sesuatu yang awalnya tampak sulit dan tidak mungkin saya kuasai. Saya merasa bangga dan semakin termotivasi untuk melanjutkan belajar lebih jauh.

Cara Memahami Materi

Untuk memahami materi yang saya pelajari, saya biasanya mulai dengan membaca materi dari buku teks atau referensi online secara menyeluruh. Langkah pertama yang saya lakukan adalah memahami konsep dasar dari topik yang sedang dipelajari. Setelah itu, saya mencoba mempraktikkan apa yang telah saya pelajari dengan mengerjakan soal-soal atau membuat proyek kecil yang relevan dengan materi tersebut. Melalui latihan, saya dapat menguji pemahaman saya dan menemukan area yang masih membingungkan. Proses ini membantu saya untuk lebih mudah mengingat dan memahami konsep secara mendalam, karena saya tidak hanya mengandalkan teori, tetapi juga pengalaman langsung dalam mengaplikasikannya.

Strategi Pembelajaran

Metode yang saya gunakan dalam belajar adalah kombinasi antara pembelajaran berbasis teori dan praktik. Saya sering kali membaca terlebih dahulu penjelasan tentang suatu topik, kemudian mencoba mengerjakan soal atau tugas yang berkaitan. Jika saya mengalami kesulitan, saya mencari referensi tambahan melalui video tutorial atau forum diskusi yang membahas topik tersebut. Selain itu, saya juga sering membuat catatan atau rangkuman sendiri untuk memperkuat pemahaman saya. Strategi ini efektif karena memberikan saya kesempatan untuk memahami teori sekaligus melihat penerapannya dalam situasi nyata. Saya memilih metode ini karena saya merasa belajar tidak hanya melalui bacaan, tetapi juga melalui pengalaman langsung lebih mudah masuk ke dalam ingatan saya.

Media yang Saya Sukai untuk Belajar

Media yang paling sering saya gunakan untuk belajar adalah video pembelajaran dan artikel online. Saya merasa video pembelajaran sangat membantu karena selain melihat penjelasan teks, saya juga dapat menyaksikan pengerjaannya langsung, seperti menulis kode dalam pemrograman atau menyelesaikan masalah matematika. Media visual seperti ini mempercepat pemahaman saya, karena saya bisa melihat langkah-langkah secara rinci.  Artikel online juga memberikan penjelasan yang lebih mendalam dan beragam, serta memungkinkan saya untuk mencari berbagai sumber yang dapat e pengetahuan saya. Dengan akses ke berbagai sumber tersebut, saya merasa lebih mudah dalam memahami materi yang sedang saya pelajari.",Visual
"     Saya memiliki pengalaman belajar yang menyenangkan, saat itu saya bersama keempat tenan saya sedang belajar kelompok kamu. Saya disana belajar tetapi sambil membuat lelucon yang membuat teman"" saya tertawa bersama.
     Dengan cara itu kami menjadi lebih mudah memahami materi karena belajar menjadi lebih asik dengan diskusi dan rileks karena ada lelucon yang kami buat.
     Untuk memahami materi, saya lebih suka belajar dengan cara bersama teman. Saya tidak suka belajar sendiri, saya lebih suka belajar dengan diskusi dan bercanda bersama karena dengan bercanda bersama teman belajar menjadi tidak membosankan.
     Metode belajar yang saya sukai adalah belajar bersama. Saya memilih itu karena dengan belajar bersama saya menjadi lebih mudah memahami materi karena bisa berdiskusi bersama.
     Saya tidak terlalu memilih media untuk belajar. Karena biasanya saya berganti"" media untuk belajar.

     ",Auditory
"Pengalaman berkesan saat belajar bagi saya adalah saat bisa saling berdiskusi dan bertukar ilmu dengan teman. Dengan begitu, jika ada sesuatu yang belum saya pahami atau mengerti, teman saya bisa membantu menjelaskan, bertukar pemahaman dari materi yang baru saja dipelajari. Tapi saya kurang suka dengan orang yang kurang literasi, buat kesel, padahal kalo baca atau mendengarkan dengan baik pasti bisa paham.

Cara saya memahami materi adalah dengan mendengarkan penjelasan langsung dari orang yang sudah paham, ditambah jika penjelasan itu disertai dengan aksi langsung alias dicontohin. Itu lebih mudah saya pahami, daripada membaca sendiri. Walau memang kadang membaca lebih efektif jika penjelasan yang diberikan kurang.

Jika ada orang yang bisa menjelaskan, saya lebih memilih untuk dijelaskan, tetapi jika tidak ada, maka saya akan membaca sendiri lalu melihat video pembelajaran di yt. Melihat studi kasus juga merupakan salah satu strategi belajar yang saya suka, dengan melihat studi kasus dari kehidupan sehari hari, bisa membuat saya memiliki gambaran yang jelas.

Menonton video itu menyenangkan, apalah jika isinya terstruktur dengan rapi dah penyampaiannya jelas. Kalau hanya baca saja sih, yang ada ngantuk.",Auditory
