Kalimat,Tipe
"Saya pernah belajar di luar kelas dan itu rasanya menyenangkan karena belajar di luar kelas membuat saya semakin mendekat ke alam, dan rasanya itu sangat sejuk sekali bahkan lebih enak belajar di luar kelas dari pada di dalam kelas. Saya dapat memahami materi dengan cara membaca ulang atau mempelajari ulang materi yang sebelumnya saya baca dan saya lebih suka langsung mempraktikkan apa yang sebelumnya saya pelajari, yang pertama biasanya saya membaca dahulu jika tidak paham saya kembali membaca dan mempraktikkannya. Saya memilih metode pembelajaran 70% praktik, 30% membaca. Saya memilih metode tersebut karena saya sangat suka mengerjakan soal dari pada membaca. Saya lebih suka dengan media hp karna di hp biasanya saya bisa membuka atau mencari apa yang ingin saya pelajari dan biasanya ketika saya belajar saya juga sambil mendengar musik agar materi yang saya baca semakin masuk. ",Kinesthetic
"Pengalaman belajar yang berkesan bagi saya adalah saat saya belajar membuat game dengan komputer. Walaupun rumit saat membuatnya, Tetapi itu manjadi tantangan yang menarik untuk saya. Saya dapat memahaminya dengan melihat video tutorial yang ada di Youtube dan juga saya bisa bertanya kepada teman saya. Agar saya dapat lebih mengenal materi itu biasanya melihat Youtube yang berkaitan dengan materi yang saya pelajari. Saya biasanya melihat video tutorial agar dapat memahami materinya dan juga saya melihat secara langsung bagaimana cara membuatnya. Karena dengan cara tersebut saya dapat lebih mudah memahami materi tersebut. Saya senang ketika belajar menggunakan handphone, karena handphone mudah digunakan dan dapat dibawa kemana saja.",Visual
"Pengalaman belajar saya yang paling berkesan adalah saat pertama kali mengenal cara membuat game, pada saat itu saya sangat bingung dan merasa sulit sekali mengerjakannya namun bu lala dan bu anis dengan sabar mengajari saya cara membuat game. Saya biasanya memahami materi dengan membaca materi tersebut secara berulang ulang, sambil mengucapkannya di hati atau secara langsung. Dengan mengucap secara langsung biasanya saya lebih mudah memahami materi. Strategi saya dalam memahami materi yaitu dengan metode doodling method (menulis di kertas dan dengan membacanya). Media yang saya sukai saat belajar yaitu, mendengar penjelasan orang lain baik lewat sosial media maupun secara langsung, saya juga suka berdiskusi dengan orang lain namun saya tidak suka saat orang yang saya ajak diskusi egois tidak mau disalahkan. Selain itu jika memang sudah buntu saya menggunakan media menulis atau membaca sembari mendengarkan musik.",Read/Write
"Ketika saya mempraktekkan langsung ke Media tersebut,menurut saya pembelajaran praktek lebih menarik daripada cuman teori. Cara saya memahami materi dengan mempelajari materi sesuai suasana hati dan belajar tidak dengan terpaksa. Metode yang saya gunakan adalah praktek, karana bisa langsung terjun ke media pembelajaran. Media pembelajaran yang sering saya gunakan yaitu, belajar dengan mendengarkan musik dan juga nyemill.",Kinesthetic
"Saat membuat game, saya kira membuat game itu sangat rumit, ternyata saat saya coba memang serumit itu dan itulah yang menjadi tantangan saya untuk lebih mendalami lagi tentang membuat game. Cara saya memahami materi dengan cara melihat secara langsung dan melihat tutorial. Dengan cara melihat tutorial, saya lebih paham ketika di tutorial tersebut ada langkah-langkah yang mudah untuk di pahami. Media yang sering saya gunakan adalah youtube, tiktok, dan google karena di situ mudah untuk mendapatkan informasi yang saya butuhkan.",Visual
Saya sangat senang belajar jika saya belajar dengan guru yang asik. Cara saya memahami materi adalah dengan cara mendengar atau melihat penjelasan guru tersebut. Saya lebih suka dengan teknik praktek. Saya biasa menggunakan HP untuk media belajar saya.,Auditory
"Sesuai pengalaman saya pengalaman belajar yang paling berkesan menurut saya adalah ketika saya dapat berdiskusi dengan teman belajar. Tidak hanya itu saya juga lebih suka belajar sendiri. Karna ketika belajar bersama teman atau siapapun, saya tidak mau diandalkan atau mengandalkan. 

Strategi belajar adalah cara-cara yang dipilih untuk mempermudah dalam memahami materi. Langkah dan pendekatan saya untuk mencapai pemahaman tersebut saya lebih sering menggunakan cara ""Problem Based Learning"" metode pembelajaran yang menggunakan masalah dunia nyata untuk membantu peserta didik memahami konsep dan menyelesaikan masalah. 

Dalam upaya saya memahami materi, saya cenderung lebih suka dengan metode mendengarkan dan membaca. Dikarenakan metode itu dapat meningkatkan skill public speaking saya dengan cara mendengarkan dapat 2 ilmu yaitu: cara mereka menyampaikan dan materi yang saya pelajari. Juga dengan membaca dapat meningkatkan cara bicara saya dan kelancaran bicara. 

Di era yang digital ini, saatnya kita menjadi pelajar yang ""next level"". Karena semua telah dimudahkan dengan perkembangan teknologi yang pesat. Dan saya juga memanfaatkan teknologi untuk belajar. Karena jika kita hanya terpaku dalam pembelajaran yang itu-itu saja kita akan cepat bosan, tapi ada juga orang nyaman ketika belajar tidak terlalu terpaku terhadap teknologi.",Auditory
"Salah satu pengalaman belajar yang paling berkesan bagi saya terjadi saat mengikuti lomba debat di sekolah. Saya harus mempelajari banyak hal, mulai dari isu-isu global hingga teknik berbicara di depan umum. Awalnya, saya merasa gugup karena ini adalah pengalaman pertama saya berbicara di hadapan banyak orang. Namun, setelah melewati beberapa kali latihan dan menerima banyak masukan dari guru pembimbing, saya mulai merasa lebih percaya diri. Ketika lomba berlangsung, saya berhasil mengatasi rasa takut dan menyampaikan argumen dengan lancar. Perasaan bangga dan puas sangat terasa ketika tim kami memenangkan kompetisi.

Untuk memahami materi debat, saya menggunakan pendekatan bertahap. Pertama, saya membaca banyak referensi dari buku, artikel, dan berita terkini untuk memperluas wawasan. Kemudian, saya mencatat poin-poin penting dan mencoba menghubungkannya dengan topik debat. Selain itu, saya sering berdiskusi dengan teman-teman satu tim untuk saling bertukar ide dan pandangan. Dengan cara ini, pemahaman saya menjadi lebih mendalam karena saya tidak hanya belajar dari bahan bacaan, tetapi juga dari perspektif orang lain.

Strategi yang saya gunakan adalah teknik pembelajaran aktif, seperti praktik langsung dan simulasi debat. Metode ini saya pilih karena melibatkan pengalaman nyata, sehingga saya lebih mudah mengingat dan memahami materi. Saya juga sering merekam latihan debat dan mendengarkan kembali untuk mengevaluasi kesalahan. Teknik ini membantu saya menyadari kelemahan, seperti intonasi atau struktur argumen, yang kemudian bisa diperbaiki untuk penampilan berikutnya.

Media yang paling sering saya gunakan adalah video pembelajaran di platform daring dan buku digital. Saya menyukai media ini karena fleksibel dan mudah diakses kapan saja. Video pembelajaran sangat membantu saya dalam memahami teknik berbicara dengan baik, karena saya bisa langsung melihat contoh dari para ahli. Sedangkan buku digital memberikan saya kebebasan untuk mencari referensi tanpa harus membawa buku fisik yang berat. Kombinasi media ini mempermudah proses belajar saya dan membuatnya lebih menarik.",Auditory
Saya memiliki pengalaman dalam belajar pemrograman website. Saya biasanya menonton video tutorial untuk memahami materi tersebut. Saya biasanya mencoba langsung dan belajar dari kesalahan. Saya lebih menyukai menggunakan media komputer atau laptop.,Kinesthetic
"Pengalaman belajar yang paling berkesan bagi saya adalah saat pertama kali belajar pemrograman web. Saya mulai dengan HTML, CSS, dan JavaScript, dan meskipun awalnya terasa sulit, saya merasa puas ketika bisa membuat halaman web sederhana. Pengalaman ini memotivasi saya untuk terus belajar dan menggali lebih dalam tentang pemrograman web.

Untuk memahami materi pemrograman web, saya membaca tutorial dan dokumentasi online, lalu langsung mempraktikkannya dengan membuat proyek sederhana. Dengan cara ini, saya bisa menghubungkan teori dengan praktik dan lebih mudah mengingat konsep-konsep yang telah dipelajari.

Saya lebih suka membaca tutorial dan artikel online sebagai strategi pembelajaran. Setelah itu, saya langsung mengaplikasikan apa yang dipelajari dalam proyek kecil. Pendekatan ini membantu saya memahami teori dan mengatasi kesalahan langsung melalui pengalaman.

Media yang saya gunakan untuk belajar adalah membaca buku, artikel, dan tutorial online. Saya memilih membaca karena memberikan penjelasan rinci yang mudah dipahami dan dapat diakses kapan saja, memungkinkan saya untuk belajar lebih efektif.",Read/Write
"Sebagai siswa SMK kelas 11 jurusan PPLG, pengalaman belajar yang paling berkesan bagi saya adalah saat berhasil membuat aplikasi sederhana menggunakan Java. Awalnya, saya merasa kesulitan karena baru belajar konsep Object-Oriented Programming (OOP). Namun, dengan bimbingan guru dan usaha keras, saya akhirnya berhasil menjalankan aplikasi tanpa error. Pengalaman ini meningkatkan rasa percaya diri saya dalam pemrograman.

Untuk memahami materi, saya biasanya membaca ulang buku dan modul dari guru, lalu langsung mempraktikkannya dengan menulis kode di laptop. Jika menemui kendala, saya mencari solusi di tutorial online atau forum seperti Stack Overflow. Cara ini efektif membantu saya memahami konsep dengan lebih baik karena belajar langsung dari praktik.

Strategi belajar saya adalah learning by doing, yaitu belajar sambil praktik. Saya juga menerapkan teknik debugging untuk memahami penyebab error tanpa langsung mencari jawaban di internet. Strategi ini melatih kemampuan berpikir kritis dan problem-solving yang penting di dunia PPLG.

Saya sering menggunakan laptop dan platform seperti Udemy dan YouTube untuk belajar. Media ini memudahkan saya memahami materi melalui visualisasi kode dan contoh nyata. Selain itu, saya juga menggunakan Visual Studio Code untuk menulis dan menguji kode, sehingga bisa belajar lebih fleksibel dan efektif.",Kinesthetic
Pengalaman belajar yang paling berkesan bagi saya adalah saat pelajaran menggunakan CSS dari Mas Riyan. Karena sudah lama saya menunggu-nunggu pelajaran CSS yang sudah saya pelajari satu tahun lalu bahkan sebelum masuk di SMK N 5. Cara saya untuk memahami materi ada berbagai cara. Cara yang paling efektif adalah jika pengajar menjelaskan materi dengan jelas di depan kelas. Selain itu jika tidak ada pengajar saya memahami dengan mencari contoh dan membaca penjelasan materi. Strategi yang saya gunakan untuk memahami materi adalah dengan memperhatikan atau membaca penjelasan materi yang disampaikan pengajar. Media belajar yang saya sukai adalah pembelajaran dengan media video atau minigames. Karena dengan cara tersebut membuat pembelajaran menjadi tidak cepat bosan.,Auditory
"Pengalaman belajar paling berkesan adalah saat mendalami bisnis parfum. Saya tertarik dan tertantang dengan banyak hal baru, seperti menciptakan aroma unik dan memahami pemasaran. Setiap keberhasilan kecil membuat saya makin percaya diri. Untuk memahami materi, saya memecahnya menjadi bagian-bagian kecil dan fokus satu per satu. Memahami konsep dasar sebelum mendalami detail membantu saya memahami keseluruhan materi. Saya sering menggunakan metode praktik langsung, seperti mencampur bahan parfum. Cara ini memudahkan saya memahami dan mengingat konsep dengan lebih baik. Media favorit saya adalah YouTube dan artikel online, karena mudah diakses, fleksibel, dan menawarkan berbagai sudut pandang dari para ahli.",Kinesthetic
"Saya memiliki pengalaman belajar yang menyenangkan, saat itu saya bersama keempat teman saya sedang belajar kelompok kami. Saya disana belajar tetapi sambil membuat lelucon yang membuat teman-teman saya tertawa bersama. Dengan cara itu kami menjadi lebih mudah memahami materi karena belajar menjadi lebih asik dengan diskusi dan rileks karena ada lelucon yang kami buat. Untuk memahami materi, saya lebih suka belajar dengan cara bersama teman. Saya tidak suka belajar sendiri, saya lebih suka belajar dengan diskusi dan bercanda bersama karena dengan bercanda bersama teman belajar menjadi tidak membosankan. Metode belajar yang saya sukai adalah belajar bersama. Saya memilih itu karena dengan belajar bersama, saya menjadi lebih mudah memahami materi karena bisa berdiskusi bersama. Saya tidak terlalu memilih media untuk belajar. Karena biasanya saya berganti-ganti media untuk belajar.",Auditory
"Pengalaman berkesan saat belajar bagi saya adalah saat bisa saling berdiskusi dan bertukar ilmu dengan teman. Dengan begitu, jika ada sesuatu yang belum saya pahami atau mengerti, teman saya bisa membantu menjelaskan, bertukar pemahaman dari materi yang baru saja dipelajari. Tapi saya kurang suka dengan orang yang kurang literasi, buat kesel, padahal kalo baca atau mendengarkan dengan baik pasti bisa paham.

Cara saya memahami materi adalah dengan mendengarkan penjelasan langsung dari orang yang sudah paham, ditambah jika penjelasan itu disertai dengan aksi langsung alias dicontohin. Itu lebih mudah saya pahami, daripada membaca sendiri. Walau memang kadang membaca lebih efektif jika penjelasan yang diberikan kurang.

Jika ada orang yang bisa menjelaskan, saya lebih memilih untuk dijelaskan, tetapi jika tidak ada, maka saya akan membaca sendiri lalu melihat video pembelajaran di youtube. Melihat studi kasus juga merupakan salah satu strategi belajar yang saya suka, dengan melihat studi kasus dari kehidupan sehari hari, bisa membuat saya memiliki gambaran yang jelas.

Menonton video itu menyenangkan, apalagi jika isinya terstruktur dengan rapi dan penyampaiannya jelas. Kalau hanya baca saja saya mengantuk.",Auditory
"Pengalaman belajar yang paling berkesan adalah ketika berhasil menyelesaikan perintah-perintah yang disuruh oleh guru. Yang terjadi pada saat itu adalah tidak mengalami kegagalan walaupun 1 kali percobaan. Saya dapat memahami materi yang telah saya pelajari karena cara penyampaiannya yang mudah untuk dimengerti. Pendekatan yang saya lakukan adalah dengan cara memahami orang yang sedang menjelaskan. Saya menggunakan teknik konsentrasi, saya menggunakan teknik tersebut karena  mudah untuk dilakukan. Media yang paling saya sukai ketika belajar adalah media internet, saya menggunakan media tersebut karena mudah digunakan untuk belajar.",Auditory
"Dalam perjalanan belajar saya, pengalaman yang paling berkesan adalah ketika saya terlibat dalam sebuah diskusi kelompok untuk memahami konsep yang rumit. Saat itu, saya dan beberapa teman berdiskusi tentang topik yang cukup abstrak. Awalnya, saya merasa kebingungan dan kesulitan untuk memahami konsep tersebut, tetapi setelah mendengarkan pendapat dari berbagai sudut pandang teman-teman, saya merasa seperti mendapatkan pencerahan. Proses diskusi membuat saya menyadari bahwa pemahaman setiap orang dapat membantu saya melihat konsep dari sudut pandang yang berbeda. Saya merasa bersemangat dan semakin terdorong untuk menggali lebih dalam materi tersebut.

Agar dapat benar-benar memahami materi, saya selalu mencoba memecah konsep yang besar menjadi bagian-bagian kecil yang lebih mudah dicerna. Langkah pertama adalah memahami gambaran umum dari materi tersebut, sehingga saya dapat mengetahui poin-poin penting yang harus dipahami lebih lanjut. Kemudian, saya berusaha mencari contoh nyata atau aplikasi langsung dari materi tersebut, yang bisa membuat saya merasa lebih terhubung dan relevan dengan kehidupan sehari-hari. Terakhir, saya akan berdiskusi dengan teman atau guru untuk memastikan pemahaman saya sudah benar. Dengan melakukan diskusi ini, pemahaman saya menjadi lebih matang karena mendapatkan masukan dan penjelasan tambahan.

Salah satu strategi pembelajaran yang saya gunakan adalah dengan menggabungkan diskusi kelompok dan observasi langsung. Dengan berdiskusi, saya dapat memperoleh berbagai sudut pandang dan cara berpikir yang mungkin tidak pernah saya pikirkan sebelumnya. Selain itu, saya juga senang melihat contoh konkret, seperti ketika guru menunjukkan percobaan langsung atau saat melihat video simulasi. Saya memilih strategi ini karena belajar dari pengalaman nyata dan berbicara dengan orang lain membantu saya memahami materi dengan lebih baik, daripada sekadar membaca atau mendengar penjelasan secara teori.

Media yang paling sering saya gunakan adalah video pembelajaran dan diskusi tatap muka. Melalui video, saya dapat melihat contoh yang langsung diterapkan dalam situasi nyata, yang membuat materi lebih hidup dan lebih mudah dipahami. Sementara itu, diskusi tatap muka memungkinkan saya untuk bertanya langsung jika ada hal yang masih saya bingungkan dan mendengarkan jawaban secara langsung dari teman atau guru. Alasan saya menggunakan media ini adalah karena keduanya memungkinkan interaksi yang aktif, baik itu melalui visualisasi yang konkret maupun bertukar pendapat secara langsung, yang membuat proses belajar menjadi lebih menyenangkan dan bermakna.",Auditory
"Belajar Android Studio sangat berkesan bagi saya. Awalnya kesulitan dengan tampilan dan kode, namun saya merasa puas ketika berhasil membuat aplikasi sederhana yang berjalan dengan baik di perangkat Android.

Untuk memahami materi, saya mencari referensi di internet, seperti tutorial dan dokumentasi, serta mencoba membuat aplikasi sederhana untuk mempraktikkan yang telah dipelajari.

Saya menggunakan strategi mencari solusi di internet, terutama melalui tutorial video dan forum seperti Stack Overflow, untuk mengatasi kesulitan dan memahami konsep-konsep baru.

Saya lebih suka menggunakan internet, terutama video tutorial dan dokumentasi resmi Android, karena kedua media ini jelas dan membantu dalam memahami materi dengan baik.",Visual
"Salah satu pengalaman belajar paling berkesan yang pernah saya alami adalah saat mengikuti program workshop intensif tentang komunikasi publik. Untuk memahami materi, saya biasanya memulai dengan membaca atau mendengarkan penjelasan secara menyeluruh terlebih dahulu untuk mendapatkan gambaran umum. Metode yang paling sering saya gunakan adalah active recall dan spaced repetition. Saya memilih teknik ini karena terbukti secara ilmiah membantu dalam mempertahankan informasi dalam jangka panjang. Media yang paling sering saya gunakan adalah video pembelajaran dan buku digital.",Auditory
"Pengalaman belajar yang paling berkesan bagi saya adalah ketika pertama kali mempresentasikan proyek penelitian di depan banyak orang. Saat itu, saya merasa sangat gugup karena khawatir tidak bisa menjelaskan dengan baik. Namun, setelah mulai berbicara, saya merasakan kepercayaan diri tumbuh karena telah mempersiapkan materi dengan matang. Ketika presentasi selesai dan mendapatkan apresiasi dari dosen dan teman-teman, saya merasa sangat bangga dan termotivasi untuk terus belajar.

Saya biasanya memahami materi dengan membaginya menjadi langkah-langkah kecil. Pertama, saya membaca secara keseluruhan untuk mendapatkan gambaran umum. Setelah itu, saya mencatat poin-poin penting atau membuat ringkasan sederhana. Jika ada konsep yang sulit, saya mencoba mencari referensi tambahan seperti video, artikel, atau berdiskusi dengan teman. Langkah-langkah ini membantu saya menyerap informasi secara bertahap dan mendalam.

Metode yang paling sering saya gunakan adalah mind mapping dan diskusi kelompok. Dengan mind mapping, saya bisa menyusun informasi secara visual, membuat hubungan antar konsep menjadi lebih jelas. Sementara itu, diskusi kelompok membantu saya memahami perspektif baru yang mungkin tidak terpikirkan sebelumnya. Saya memilih kedua metode ini karena keduanya melibatkan proses aktif yang membuat belajar menjadi lebih menarik dan mudah diingat

Media yang paling saya sukai adalah video pembelajaran dan aplikasi digital. Video pembelajaran membantu saya memahami konsep sulit dengan cara yang lebih interaktif dan menarik, terutama karena sering disertai visualisasi yang mendukung penjelasan. Saya juga suka menggunakan aplikasi seperti flashcards digital untuk menghafal istilah atau konsep penting. Media ini saya pilih karena fleksibel dan bisa digunakan kapan saja sesuai kebutuhan.",Visual
"Cara belajar yang paling berkesan bagi saya adalah melihat guru/orang lain memperagakannya, perasaan saya senang. Saya bisa memahami materi jika ada yang langsung memperagakan atau memberi contoh dan saya bisa bertanya jika saya tidak bisa. Strategi saya untuk memahami materi dengan mungkin melihat orang lain memperagakannya. Saya suka dengan media belajar dengan buku bisa juga dengan HP, alasan saya jika dengan buku saya mudah bisa menjawab karena kalau menemukan jawaban di buku itu lebih menyenangkan daripada di HP. Kalau di HP ada orang yang memberi tutorialnya, sehingga saya mudah memahaminya.",Kinesthetic
"Pengalaman pembelajaran paling berkesan bagi saya sendiri itu saat pelajaran matematika dan saya disuruh maju mengerjakan tugas didepan dan jawaban saya benar. Entah mengapa itu sederhana namun berarti bagi saya. begitu juga dengan pelajaran lainnya. Karena memang metode saya adalah baca, pahami, praktek kan langsung.

Cara saya dalam memahami suatu materi dengan cara mempraktekan nya langsung. Saya jika dijelaskan materi tersebut cuma teori saya kesulitan memahami nya. namun saat saya mempraktekan materi tersebut saya baru paham dan mengerti.

Strategi belajar yang saya lakukan adalah dengan mengumpulkan materi-materi yang saya akan pelajari lalu saya baca dan saya praktekan secara langsung. Karena kalo saya hanya membaca tanpa praktek saya pusing sekali. Dan biasa nya dengan bantuan video atau melihat orang lain mempraktekan materi tersebut.

Media pembelajaran yang biasa saya gunakan yaitu dari berbagai sumber seperti YouTube, Ruangguru, dan jika memang sulit saya baru menggunakan AI. Kenapa saya memilih YouTube dan ruang guru sebagai media pembelajaran saya daripada AI, karena AI bagi saya tidak terlalu menolong dan memahamkan materi nya, berbeda dengan YouTube dan Ruang guru, disana dijelaskan secara rinci.",Kinesthetic
"Pengalaman belajar yang paling berkesan bagi saya adalah saat berhasil lolos seleksi Pramuka Garuda. Proses ini tidak mudah, karena melibatkan berbagai tahap seperti ujian teori, keterampilan, dan wawancara. Saya harus mempersiapkan diri dengan matang, mempelajari materi kepramukaan, serta melatih fisik dan mental. Ketika dinyatakan lolos, saya merasa sangat bangga karena usaha dan kerja keras saya membuahkan hasil.

Untuk memahami materi seleksi, saya membaca buku panduan Pramuka Garuda dan membuat catatan poin-poin penting. Saya juga mengikuti bimbingan dari kakak pembina untuk memperdalam pemahaman. Selain itu, saya sering berlatih langsung, seperti menyelesaikan simpul-simpul tali dan praktik baris-berbaris, agar lebih percaya diri saat ujian.

Strategi utama saya adalah belajar dengan menggunakan metode praktik langsung dan diskusi. Dengan mempraktikkan keterampilan yang diuji, saya lebih mudah mengingat langkah-langkahnya. Diskusi dengan teman dan pembina membantu saya memahami konsep yang mungkin kurang jelas. Strategi ini efektif karena menggabungkan teori dan aplikasi secara langsung.

Media yang paling sering saya gunakan adalah buku panduan resmi Pramuka dan video tutorial. Buku memberikan dasar teori yang terstruktur, sedangkan video membantu saya memvisualisasikan langkah-langkah yang harus dilakukan, seperti teknik mendirikan tenda atau membuat pionering. Media ini saya pilih karena mudah diakses dan sangat membantu dalam proses belajar.",Kinesthetic
"Pengalaman belajar yang berkesan pada saya adalah saat pertama kali mencoba membuat game, karna berhasil menjalankan game tersebut saat pertama kali mencoba membuat. Jika materi tersebut sudah ditulis atau dirangkum oleh guru, saya akan membaca hingga tuntas namun jika masih belum paham saya akan bertanya pada teman. Strategi belajar yang biasanya saya lakukan yaitu dengan membaca dan mendengarkan penjelasan orang, karena jika membaca belum tentu paham sepenuhnya saya akan mendengarkan penjelasan dari orang yang sudah paham dengan materi tersebut. Contohnya saat praktek membuat game, saya lebih paham jika disediakan modul tentang bagaimana cara logika game itu berjalan.",Auditory
"Pengalaman belajar yang paling berkesan selama di SMK jurusan Pengembangan Perangkat Lunak dan Gim adalah ketika membuat proyek aplikasi sederhana bersama teman. Tantangan dalam merancang fitur dan memecahkan bug memberikan pengalaman nyata tentang pengembangan perangkat lunak, sekaligus melatih kerja sama dan kreativitas.

Untuk memahami materi, saya biasanya membaca modul atau dokumentasi yang diberikan, lalu mencoba langsung menerapkannya dalam latihan coding. Jika ada konsep yang sulit, saya mencari tutorial online atau berdiskusi dengan teman untuk menemukan solusi.

Strategi pembelajaran yang saya gunakan adalah learning by doing, di mana saya langsung mempraktikkan teori melalui pembuatan proyek kecil atau biasanya juga saya tanya kepada teman. Metode ini efektif karena saya bisa langsung melihat hasilnya dan memahami kesalahan yang terjadi.

Media yang paling sering saya gunakan adalah video tutorial dari platform seperti YouTube dan dokumentasi resmi tools atau bahasa pemrograman. Media ini membantu saya memahami materi secara visual dan praktis, serta mudah diakses kapan saja.",Visual
