Kalimat,Tipe
"""pengalaman belajar yang paling mengesankan bagi saya adalah  belajar mengenai perangkat komputer dan  sofware karena saya dapat menetahui halhal baru yang menarik

saya memahami materi dengan cara  mencari referensi dari internet, mengualang materi terus menerus dan juga sering latihan/mencoba materi

metode  yang saya gunakan  belajar kelompok dan juga belajar dengan praktek langsung
karena dengan  metode tersebut saya lebih cepat memahami materi

media yangsaya gunakan adalah vidio dan juga web web edukasi karena mudah dipahami dan juga bisa diakses dimana saja dan juga  memberi penjelasan  visual dan audio yang menarik dan muadah dipahami

""",Kinestetik
"""      Cara belajar yang paling berkesan bagi saya adalah melihat guru/orang lain memperagakannya, perasaan saya senang. 

       Saya bisa memahami materi jika ada yang langsung memperagakan atau memberi contoh dan saya bisa bertanya jika saya tidak bisa. 

        Strategi saya untuk memahami materi dengan mungkin melihat orang lain memperagakannya. 

         Saya suka dengan media belajar dengan buku bisa juga dengan  HP, alasan saya jika dengan buku saya mudah bisa menjawab karena kalau menemukan jawaban di buku itu lebih menyenangkan daripada di HP kalau di HP ada orang yang mengasih tutorialnya.sehingga saya mudah memahaminya. 
""",Kinestetik
saya bisa membuat web yg saya inginkan dari kecil dan bisa koleb dengan teman saya.dengan cara sering sering membuat web dan sering sering. melihat tutorial di you tube. saya gamapng memahami pelajaran dengan mlihat gambar dan langsung mencoba. dengan melihat video di youtube dan langsung mengikuti Langkah langkahnya,Kinestetik
"""    Ketika belajar membuat game, saya jadi bisa membuat game sendiri. Dengan belajar membuat game, saya akhirnya bisa menuangkan ide-ide saya dalam game buatan saya.

     Dengan memahami dan mempraktekkan module pembelajaran yang diberikan. Dengan module pembelajaran yang simpel dan mudah dipahami membuat saya mudah memahami materi.

     Metode kinestetik, karena saya bisa mengetahui bagian mana yang kurang atau salah. Dengan metode kinestetik saya mendapatkan lebih banyak pengalaman.

     Media internet, karena mudah diakses. Semua hal ada tersebar di internet sehingga saya bisa lebih mudah mendapat informasi.""",Kinestetik
"""          Pengalaman pembelajaran paling berkesan bagi saya sendiri itu saat pelajaran matematika dan saya disuruh maju mengerjakan tugas didepan dan jawaban saya benar. Entah mengapa itu sederhana namun berarti bagi saya. begitu juga dengan pelajaran lainnya. karena memang metode saya adalah baca, pahami, praktek kan langsung.

          Cara saya dalam memahami suatu materi dengan cara mempraktekan nya langsung. Saya jika dijelaskan materi tersebut cuma teori saya kesulitan memahami nya. namun saat saya mempraktekan materi tersebut saya baru paham dan mengerti.

          mengumpulkan materi-materi yang saya akan pelajari lalu saya baca dan saya praktekan secara langsung. karena kalo saya hanya membaca tanpa praktek saya pusing sekali. dan biasa nya dengan bantuan video atau melihat orang lain mempraktekan materi tersebut.

          Media pembelajaran yang biasa saya gunakan yaitu dari berbagai sumber seperti YouTube, Ruangguru, dan jika memang sulit saya baru menggunakan AI. kenapa saya memilih YouTube dan ruang guru sebagai media pembelajaran saya daripada AI, karena AI bagi saya tidak terlalu menolong dan memahamkan materi nya, berbeda dengan YouTube dan Ruang guru, disana dijelaskan secara rinci.""",Kinestetik
"""   Saat pertama kali mencoba membuat game, karna berhasil menjalankan game tersebut saat pertama kali mencoba membuat.
   Jika materi tersebut sudah ditulis atau dirangkum oleh guru, saya akan membaca hingga tuntas namun jika masih belum paham saya akan bertanya pada teman.
   Membaca dan mendengarkan penjelasan orang, karna jika membaca belum tentu paham sepenuhnya saya akan mendengarkan penjelasan dari orang yang sudah paham dengan materi tersebut. 
   Contohnya saat praktek membuat game, saya lebih paham jika disediakan modul tentang bagaimana cara logika game itu berjalan.""",Auditori
"""Pengalaman belajar yang paling berkesan selama di SMK jurusan Pengembangan Perangkat Lunak dan Gim adalah ketika membuat proyek aplikasi sederhana bersama teman. Tantangan dalam merancang fitur dan memecahkan bug memberikan pengalaman nyata tentang pengembangan perangkat lunak, sekaligus melatih kerja sama dan kreativitas.

Untuk memahami materi, saya biasanya membaca modul atau dokumentasi yang diberikan, lalu mencoba langsung menerapkannya dalam latihan coding. Jika ada konsep yang sulit, saya mencari tutorial online atau berdiskusi dengan teman untuk menemukan solusi.

Strategi pembelajaran yang saya gunakan adalah learning by doing, di mana saya langsung mempraktikkan teori melalui pembuatan proyek kecil atau biasanya tuda bisasaya tanya kepada teman. Metode ini efektif karena saya bisa langsung melihat hasilnya dan memahami kesalahan yang terjadi.

Media yang paling sering saya gunakan adalah video tutorial dari platform seperti YouTube dan dokumentasi resmi tools atau bahasa pemrograman. Media ini membantu saya memahami materi secara visual dan praktis, serta mudah diakses kapan saja.
""",Visual
"""      Saat belajar di sertai dengan bermain agar tidak bosan 

    Cara memahami materi yang sering digunakan melalui penjelasan guru atau nonton video 

    Menulis bagian-bagian penting dari materi yang di sampaikan oleh guru atau dari buku

   Media yang sering digunakan adalah buku dan hp untuk menulis bagian-bagian penting yang di jelaskan oleh guru """,Read/Write
"""Pengalaman belajar yang paling berkesan bagi saya terjadi saat ujian Bahasa Inggris di sekolah menengah. Awalnya, saya kesulitan dengan soal tata bahasa dan merasa cemas. Namun, setelah berusaha tenang dan mencoba memahami aturan serta konteksnya, saya berhasil menyelesaikan soal-soal sulit. Dari situ, saya belajar bahwa memahami aturan dan penggunaan bahasa jauh lebih penting daripada sekadar menghafal kosakata. Selain itu, pengalaman ini membuat saya menjadi suka lagu-lagu Barat, karena saya merasa lebih mudah memahami liriknya dan menghubungkannya dengan pembelajaran Bahasa Inggris :v.

Dalam belajar, saya biasanya melakukan praktik langsung dan mencatat hal-hal penting. Saya suka menghubungkan pengalaman baru dengan keterampilan yang sudah saya miliki. Misalnya, saat berlatih olahraga, saya sering melihat orang orang dalam mempraktikkannya lalu saya mencobanya. Selain itu, mind map menjadi alat favorit saya karena membantu saya melihat hubungan antar keterampilan dengan lebih jelas.

Saya juga lebih suka metode pembelajaran aktif, seperti latihan soal dan diskusi kelompok. Latihan soal membantu saya menemukan kelemahan, sementara diskusi memungkinkan saya memahami materi lebih dalam melalui sudut pandang teman-teman. Contohnya, saat belajar sejarah, saya sering mengerjakan soal setelah membaca bab tertentu, lalu mendiskusikannya untuk memperdalam pemahaman.

Untuk mendukung proses belajar, saya sering memanfaatkan video pembelajaran dan aplikasi online. Tiktok dan YouTube adalah pilihan utama saya. Video memudahkan saya memahami konsep secara visual, sedangkan aplikasi menyediakan latihan soal interaktif. Dengan bantuan teknologi ini, saya bisa belajar kapan saja dan lebih fleksibel dalam menyesuaikan waktu belajar.

saya pikir cuma itu aja yang bisa saya sampaikan untuk pengisian formulir, apabila ada salah kata mohon dimaklumi karena setiap manusia punya kekurangannya masing, dan maafkan juga, jangan malah mencari yang memiliki kesempurnaan -_-. Sekian dari saya, sekali lagi maafkan saya apa bila ada salah kata atau kata2 yang mungkin menyinggung sebuah pihak.""",Kinestetik
"""    Pembelajaran yang paling berkesan dari saya yaitu ketika saya mendapat ilmu yang baru dan saya langsung mengerti apa yang disampaikan oleh guru baik produktif maupun nonproduktif.

    Cara saya untuk memahami materi yaitu dengan membaca kembali atau mencari informasi yang terkait pembelajaran tersebut, jika saya masih tidak mengerti saya akan bertanya kepada guru yang menyampaikan pelajaran tersebut.

    Strategi yang saya gunakan untuk memahami materi yaitu dengan cara mencoba langsung apa yang sudah diterangkan oleh guru dengan mencoba langsung saya akan lebih mudah memahami apa yang disampaikan karena jika mencoba langsung saya tahu dibagian mana saya tidak faham/tidak mengerti tentang apa yang disampaikan.

    Media yang sering saya gunakan untuk belajar yaitu media buku dan media visual,media buku menurut saya lebih efektif untuk belajar karena di buku hanya ada materi dan harus dibaca supaya faham.dan media visual juga menurut saya efektif untuk belajar karena di media visual terdapat tutorial pengerjaan dan itu menurut saya sangat memudahkan dalam belajar.""",Read/Write
"Salah satu pengalaman belajar yang paling berkesan bagi saya adalah saat mengikuti pemrograman dasar perangkat lunak. Pada awalnya, saya merasa kesulitan memahami konsep dasar, tetapi saat berhasil menyelesaikan proyek kecil, saya merasakan kepuasan luar biasa dan semangat untuk belajar lebih lanjut. Untuk mencapai pemahaman tersebut saya mempelajari dan membaca secara seksama tentang materi yang berbentuk lkpd tersebut, sehingga saya paham dan bisa mengerjakan sebuah project yang ditugaskan. Saya menggunakan metode pembelajaran aktif, yang mencakup diskusi kelompok dan praktik langsung. Saya memilih metode ini karena agar saya tau kesalahan apa yang saya buat untuk membantu memperbaiki kesalahan dan memperdalam pemahaman. Media yang paling saya sukai ketika belajar adalah video pembelajaran, karena dengan adanya video pembelajaran saya lebih paham dengan apa yang dijelaskan disitu.",Visual
"""Pengalaman belajar saya, entah itu di rumah atau disekolah itu ya..... bisa dikatakan 50/50. Sebenarnya kalau saya ingin menjelaskannya itu agak kompleks, tapi intinya, saya rentan pada teralih perhatian dengan hal lain. Ya kalau saya bisa jujur... kelebihannya menonton YouTube dan Discord. Tapi lainnya itu, saya lebih nyaman belajar sambil mendengarkan musik (kelebihan lagu OST game), atau sambil multitask dengan kegiatan lainnya, seperti mengkoding level proyek saya. Yea... bukan cara belajar yang bagus, tapi..... saya terima saja -_-""""

Untuk cara saya memahami materi, saya hanya... yea.... kalau materi sekolah atau apa, kurang lebihnya saya berpikir secara... logika, jika itu kata yang tepat? Saya lebih cenderung memahami materi secara internal, dan memahaminya dengan terapan atau ide konsep yang muncul di kepala saya. Mungkin itu akurat atau tidak, tapi selama saya bisa walaupun kemampuan pengetahuan saya rendah, yang penting saya bisa dengan langkah yang saya bisa ^-^*

Untuk strategi, ya... saya sebenarnya tidak yakin teknik yang saya gunakan itu yang mana. tetapi... kalau dari paragraf sebelumnya... mungkin sudah jelas...? Yea, kelebihan acak strategi apa yang saya gunakan, karena... ya... tidak yakin yang mana untuk digunakan ._.

Untuk media, kelebihan saya suka yea... sebenarnya dalam benarnya dalam bentuk essay. Saya suka menulis essay agar apa yang saya jelaskan atau pelajari dapat dimengerti secara lebih detail. Yea.... sebagian besar menurut saya rumit bagi orang lain, teehee... Saya juga suka doodling sesuatu sesuai materi atau penjelasan, dan sedikit-sedikit dengan diagram, tetapi jarang dengan itu. Saya memilih media seperti ini agar saya dan lainnya dapat mudah memahaminya secara transparan mungkin dan... juga lebih menarik. Oke yang bagian menarik tadi sebenarnya kurang lebih setengah benar. Saya hanya pilih preferensi ini terutama karena saya langsung ingin melakukannya secara otomatis :P

Jika penjelasnnya saya terlalu rumit, saya minta maaf ^^""""""",Read/Write
"""Pengalaman belajar saya adalah saatmelakukan praktek langsung sambil di beri penjelasan lebih menarik dari pada di beri penjelasan dan tugas saja

Cara memahami materi saya mirip dengan pengalaman belajar namun jika saya tidak tertarik pelajaran tersebut saya lebih sulit memahami nya karena tidak minat  dan jika guru nya menjelaskan dengan santai dan rinci dengan praktek langsung lebih menyenangkan cara memahami nya pun tergantung niat 

Strategi pembelajaran yg paling menarik adalah self learning dan structured learning saya imbangkan karena nyaman

Media yg sering saya gunakan adalah
Aplikasi ai  yg dapat membantu pekerjaan saya dan alat tulis,buku
Sal
""",Kinestetik
"""Ketika saya membuat game fluppybird rasa nya menyenangkan,seru membuat game burung lompat lompat. 

Membaca modul yang di berikan dan mengikuti langkah² nya sambil bertanya kepada guru jika ada yang kurang paham.

Melihat langkah² di modul dan nonton tutorial di YouTube sambil bertanya kepada bu guru jika masih kesusahan. 

Saya paling sering menggunakan leptop 
Sambil melihat tutorial YouTube yang sama dengan yang di pelajari😁""",Kinestetik
"""   Pengalaman belajar yang paling berkesan saat membuat game flappy bird 

   Cara memahami materi, fokus mendengarkan dan memahami kepada yang sedang menjelaskan.

   Strategi pembelajaran, ialah gurunya berdiri dan berbicara dengan jelas dan memahami dengan menagamati gambar dan video. gatau sih lebih enak pake metode mendengarkan sama mengamati.

     Media, saya lebih menyukai dengan buku,tetapi saya sering menggunakan hp. sebab buku lebih enak saja, kalau hp karna sekarang bukunya gak ada""",Auditori
"""      Pengalaman yang paling berkesan merupakan belajar sejarah menggunakan media video dan game. saya merasa terpukau oleh visual yang disajikan game atau video yang dipelajari. 

saya memahami materi dengan visual yang menarik yang disajikan oleh video atau game yang dipelajari. juga membuat saya tidak merasa mengantuk membaca materi yang disajikan jika hanya berbentuk teks yang panjang.

saya menggunakan teknik atau metode 1 jam belajar lalu istirahat selama 15 menit. saya juga belajar dengan mendengarkan musik yang tenang agar merasa lebih tenang disaat belajar sebuah materi

media yang sering saya pakai adalah video atau game dengan visual yang menarik karena materi yang disampaikan sudah teruraikan dan bisa dipahami untuk segala orang juga visual menarik membuat saya tidak mengantuk membacanya.""",Visual
"""Pengalaman belajar yang berkesan dalam hidup saya adalah saat saya sedang belajar bisa belajar tentang coding mengoding yang telah diberikan oleh guru guru disekolah tetapi ada juga yang masih bingung codingnya,dan bisa belajar memahami tentang komputer dan membuat game yang lain

Cara untuk saya memahami materi yang saya dapatkan adalah dengan membaca catatan yang saya tulis atau dengan cara membaca modul modul yang diberikan agar bisa memahami materi sedikit demi sedikit, langkah untuk mencapai pemahamannya adalah dengan bersabar untuk membaca catatan agar bisa mencapai materi yang diinginkan

Metode atau teknik yang saya gunakan untuk memahami materi adalah dengan mendengarkan musik agar semangat memahami materinya, tetapi terkadang tidak semangat untuk memahami materinya karena yang awalnya pengen sambil mendengarkan musik tetapi bukannya memahami materi tersebut tapi lebih untuk mager mager-an memahami materi tersebut juga bisa sambil melihat tutorial dari media sosial agar memahami apa yang diinginkan 

Media yang saya sukai atau yang paling sering saya lakukan adalah dengan menulis ulang materi yang saya dapat agar mengingat kembali materi yang telah diberikan terkadang juga bisa sambil melihat vidio penjelasan dari youtube agar lebih memahami materinya """,Read/Write
"Pengalaman yang berkesan yaitu waktu guru menjelaskan materi yang mudah saya pahami yang membuat saya tertarik, ketika guru menjelaskan materi saya langsung mempelajari materi tersebut lewat youtube untuk memperjelas materi, metode yang saya gunakan untuk belajar yaitu melihat youtube karena di youtube banyak sekali materi² yang tersebar di situ setelah melihat youtube saya langsung mempraktekan nya untuk media yang paling saya sukain yaitu menyimpan vidio tersebut dan memberi folder² pada setiap vidio ",Visual
"""Belajar buat fnaf game saat kecil masih smp awal ketika masih ada covid 19 saya mencoba membuatnya di engine yang sama dengan developernya yaitu Clickteam fusion ketika sedang membuatnya saya merasa sangat penasaran bagaimana game tersebut bekerja jadi saya melakukan riset yang sungguh banyak.

Saya memahaminya melalui youtube tutorial dan melakukan riset di google itu saja

Strateginya adalah gw uji coba dengan semua code yang gw pernah tau untuk mengetahui apa gunanya serta youtube tutorial :v saya memilih metode tersebut agar saya mendapatkan pengalamannya secara fakta

Media yang saya sukai atau sering saya gunakan ketika belajar adalah youtube, google, dan gamejolt karena di media tersebut saya mendapat penjelasan dan pengalaman dari yang ahli""",Kinestetik
"""Salah satu pengalaman belajar yang paling berkesan bagi saya adalah ketika mempersiapkan lomba debat antar sekolah. Saat itu, saya harus mempelajari berbagai isu nasional dan internasional dengan mendalam. Awalnya, saya merasa tertekan karena harus memahami materi yang sangat luas dalam waktu singkat. Namun, proses ini memberi saya kesempatan untuk meningkatkan kemampuan analisis dan berpikir kritis. Ketika berhasil memberikan argumen yang kuat di lomba, saya merasa sangat bangga dan percaya diri.

Untuk memahami materi, saya selalu memulai dengan membaca sumber utama seperti buku atau artikel yang relevan. Setelah itu, saya mencatat poin-poin penting menggunakan peta pikiran agar lebih mudah dipahami. Selain itu, saya sering berdiskusi dengan teman atau guru untuk mendapatkan sudut pandang baru. Langkah-langkah ini membantu saya memahami konsep dengan lebih baik dan aplikatif.

Metode yang sering saya gunakan adalah teknik belajar aktif, seperti membuat rangkuman, menjawab soal, dan berdiskusi. Saya memilih metode ini karena saya merasa lebih mudah mengingat materi melalui praktik dan diskusi daripada hanya membaca atau mendengar. Selain itu, dengan belajar aktif, saya dapat mengukur sejauh mana pemahaman saya terhadap materi yang dipelajari.

Media yang paling sering saya gunakan adalah internet, khususnya video pembelajaran dan artikel online. Alasan utama saya menggunakan media ini adalah karena aksesnya yang mudah dan fleksibel. Selain itu, video pembelajaran sering kali lebih interaktif dan membantu saya memahami materi secara visual. Internet juga memungkinkan saya menemukan informasi terbaru yang mendukung proses belajar saya.""",Read/Write
"""Pengalaman Belajar
Saya merasa sangat puas saat berhasil memecahkan soal matematika sulit setelah mencoba berulang kali.

Cara Memahami Materi
Saya membaca, mencatat poin penting, dan mempraktikkan materi melalui latihan.

Strategi Pembelajaran
Saya belajar dengan membuat catatan visual dan mengerjakan soal untuk memperkuat pemahaman.

Media Pembelajaran Favorit
Aplikasi belajar dan video interaktif menjadi favorit saya karena praktis dan menarik.
""",Visual
"""pengalaman belajar saya yang paling berkesan itu membuat wes karena di situ saya pertama kali mengenal bahasa pemrograman.Selain itu yang paling berkesan adalah pengalaman belajar ujian tulis saat masih duduk di bangku SMP karena pada saat itu saya belajar pagi,siang,malam karena itu juga Ujian terakhir sebelum saya masuk SMK dengan kurikulum merdeka yang tanpa ujian tulis.

langkah langkah atau pendekatan yang saya lakukan adalah dengan membaca terlebih dahulu materi itu.jika dengan membaca materi masih belum paham saya akan bertanya ke teman,guru untuk menjelaskan ke saya dengan jelas.Selain itu saya juga akan mencari di internet untuk memahami sebuah materi 

teknik yang saya gunakan untuk memahami materi yaitu dengan membaca materi terlebih dahulu atau melihat sebuah video materi sampai paham.Lalu jika materi itu sudah saya pahami saya akan menulis kan materi itu di buku tulis atau buku catatan agar saya lebih mudah mencari materi itu dan saya cepat untuk menghafal dan membaca materi itu.

media yang saya sukai  atau paling sering digunakan untuk belajar yaitu buku terlebih dahulu jika buku itu tidak mendukung saya akan menggunakan handphone dengan melihat video atau mencari di internet jika menggunakan keduanya tidak bisa juga saya bertanya ke guru agar lebih mudah saya terima dan saya pahami""",Read/Write
"""1.saya berkesan pada saat guru yang menjelaskan materi tidak kaku,ramah serta santai karena guru yang dekat dengan murid akan mempermudah penyampaian materi dan membuat nyaman antara guru dengan murid

2.saya memahami materi dengan cara mendengarkan guru yang menjelaskan materi setelah itu saya akan mencoba sendiri dan kalau sudah tidak tahu saya akan bertanya kepada teman teman yang sudah tau

3.saya memahami materi dengan cara memperhatikan saat guru menjelaskan dan memperhatikan saat guru mempraktekkan dan kalau masih tidak tahu saya akan bertanya kepada teman teman

4.saya lebih sering menggunakan google dan sebagainya karena lebih menjelaskan dengan jelas apa yang ingin saya ketahui dan mudah untuk mencari apa yang ingin saya ketahui """,Auditori
"""pengalaman belajar yang paling berkesan bagi saya adalah dengan cara dipandu oleh guru mapel dan dengan diberi arahan atau instruksi yang mudah dimengerti, dengan itu saya lebih mudah dalam mempahami materi yang di ajarkan olehnya.
Langkah langkah yang saya lakukan untuk mencapai pemahaman tersebut adalah dengan cara menerapkan/mempraktekannya secara langsung dan mempelajari ulang materi yang sudah diajarkan oleh guru di sekolah.
Teknik yang saya gunakan untuk memahami suatu materi adalah dengan teknik Pomodoro (Belajar dengan Interval Waktu) karena, teknik Pomodoro sangat cocok untuk meningkatkan fokus dan produktivitas yang saya lakukan terutama jika saya mudah merasa lelah atau kehilangan konsentrasi saat belajar. Dengan membagi waktu belajar menjadi interval yang singkat agar tidak mudah jenuh.
media yang saya sukai ketika belajar adalah media dalam bentuk video, gambar dan teks yang berisi tentang suatu materi yang lebih mudah dipahami.""",Visual
